id,skills_in_desc
123067413,Excel
123067413,Статистика
123438564,Excel
123415215,SQL
123415215,Excel
123415215,Confluence
122278657,SQL
122278657,Python
122278657,ClickHouse
122278657,DWH
122278657,ML
123486712,Excel
123328357,SQL
123328357,Python
123328357,PostgreSQL
123328357,MySQL
123328357,Oracle
123328357,ClickHouse
123328357,Airflow
123328357,Pandas
123328357,NumPy
123328357,SciPy
123328357,request
120719059,SQL
120719059,Python
120719059,Power BI
120719059,Tableau
120719059,Matplotlib
120719059,Seaborn
120719059,PostgreSQL
120719059,MySQL
120719059,BigQuery
120719059,Airflow
120719059,Yandex Cloud
120719059,Git
120719059,Docker
120719059,Pandas
120719059,NumPy
120719059,Scikit-learn
123485018,Power BI
123485018,Excel
122349685,SQL
122787323,SQL
122787323,R
122787323,Scrum
122787323,Agile
122787323,Kanban
122250136,SQL
122250136,Python
122250136,Matplotlib
122250136,Pandas
122250136,NumPy
123521344,SQL
123521344,Power BI
123521344,Excel
123209491,Excel
123317038,SQL
123317038,Python
123317038,ClickHouse
123317038,Hadoop
123317038,Airflow
123317038,DWH
123317038,ETL
123317038,AI
123331190,Excel
123416103,Excel
123453372,SQL
123453372,Python
123453372,Excel
123354311,SQL
123354311,Agile
123354311,Jira
123354311,Confluence
123410554,SQL
123410554,Superset
123410554,PostgreSQL
123410554,ClickHouse
123410554,Hadoop
123410554,Spark
123429093,Математика
122560725,Excel
122560725,Google Sheets
123465322,SQL
123465322,Python
123465322,Hadoop
123465322,Spark
123494575,SQL
123494575,Python
123494575,Java
123494575,Kafka
123494575,ML
123494575,AI
123494575,Scrum
123494575,Agile
121680304,Power BI
122426912,SQL
122426912,Excel
123454623,SQL
120920282,SQL
120920282,Confluence
120920282,CI/CD
122983103,Linux
123083052,SQL
123419964,Python
123419964,Power BI
123419964,Scrum
123441841,SQL
123441841,Python
123441841,Matplotlib
123441841,Seaborn
123441841,Hadoop
123441841,Spark
123441841,Hive
123441841,Pandas
123441841,NumPy
123441841,SciPy
123441841,Scikit-learn
123365630,Excel
123529954,SQL
123333368,SQL
123333368,Python
123333368,1C
123333368,Jira
123333368,REST API
123537192,SQL
123537192,Python
123537192,Excel
123537192,Oracle
123537192,Airflow
123537192,DWH
123537192,ETL
123537192,Data Vault
123537192,Informatica
123537192,ML
123537192,AI
123441573,SQL
123441573,Python
123441573,Kafka
123441573,Airflow
123441573,Jira
123441573,Confluence
123441573,Git
123441573,CI/CD
123441573,Docker
123441573,Pandas
123461280,Hadoop
123461280,DWH
123461280,ETL
122819061,SQL
122819061,Python
122819061,R
122819061,ETL
122819061,dbt
122819061,Pandas
122819061,NumPy
122819061,REST API
123523550,Excel
122426206,Excel
119864390,SQL
119864390,Agile
119864390,Jira
119864390,Confluence
123367407,SQL
123367407,Python
123367407,Excel
122681207,Scrum
123155433,Excel
123522757,SQL
123522757,Power BI
123522757,Excel
123537970,SQL
123537970,Python
123537970,Power BI
123537970,Tableau
123537970,Metabase
123537970,DWH
123537970,ETL
123537970,ELT
123314444,Excel
110631095,SQL
110631095,Excel
122929997,SQL
122929997,Python
122929997,Tableau
122929997,Matplotlib
122929997,ML
122929997,Pandas
122929997,NumPy
122929997,SciPy
123429854,SQL
123429854,1C
123429854,Scrum
123429854,Kanban
122318072,Excel
122924268,Python
122924268,ML
122924268,Git
122924268,CI/CD
122924268,Docker
122924268,Linux
122924268,Bash
122924268,Pandas
122924268,NumPy
123532960,SQL
123532960,Python
123532960,Tableau
123532960,Superset
123532960,Matplotlib
123532960,Seaborn
123532960,Pandas
123532960,NumPy
123532960,SciPy
122810444,SQL
122810444,Power BI
122810444,Tableau
122810444,PostgreSQL
122810444,Spark
122810444,DWH
122810444,ETL
122810444,ELT
122810444,ML
122810444,Kubernetes
121405599,SQL
122150882,SQL
122150882,Tableau
122150882,Excel
122150882,Jira
122304336,SQL
122304336,Python
122304336,Excel
123434079,SQL
123434079,Excel
120362231,SQL
120362231,Python
122871176,Excel
123373303,SQL
123373303,Java
123373303,PostgreSQL
123373303,Oracle
123373303,Kafka
123373303,AI
123373303,Jira
123373303,Confluence
123373303,Docker
123373303,Kubernetes
123301959,Scrum
123301959,Jira
123301959,Confluence
123332845,Excel
123489321,SQL
123489321,Python
123489321,Power BI
123489321,Tableau
123489321,Excel
123489321,ClickHouse
123489321,MongoDB
123489321,Cassandra
123489321,Hadoop
123489321,Spark
123489321,Alteryx
123489321,Pandas
123489321,NumPy
123489321,Scikit-learn
123461951,Excel
123461951,Математика
122011973,SQL
122011973,Python
122011973,R
122011973,Power BI
122011973,Tableau
122011973,Excel
123506143,SQL
123506143,Power BI
123506143,Tableau
123506143,Excel
123506143,ETL
123465532,Математика
123465532,Статистика
122460626,SQL
122460626,Power BI
122460626,ETL
122365038,Excel
123140050,SQL
123140050,Python
123140050,MongoDB
123140050,ML
123430201,Jira
123443163,Jira
123443163,Confluence
123390859,Excel
123390859,Математика
123312162,SQL
123312162,Python
118841680,SQL
118841680,Jira
123425171,Excel
121421136,Excel
123497396,SQL
123441992,Excel
118304479,SQL
123455805,SQL
123455805,Python
123455805,Excel
123496680,SQL
123496680,PostgreSQL
123496680,Kafka
123496680,AI
123496680,Jira
123496680,Confluence
123496680,REST API
123496680,WebSocket
122793057,PostgreSQL
122793057,AI
123337048,SQL
123337048,DWH
123337048,ETL
123485178,Excel
121966955,SQL
121966955,Python
121966955,Scala
121966955,Java
121966955,Spark
121966955,Airflow
121966955,ETL
121966955,ELT
122637990,SQL
122637990,Python
122823770,SQL
122823770,Python
122823770,ETL
123010849,SQL
123466396,SQL
123466396,Agile
123466396,Jira
123466396,Confluence
122515756,SQL
122515756,Java
122242421,SQL
122242421,Agile
122242421,Jira
122242421,Confluence
122431468,SQL
122431468,Python
122431468,Power BI
122431468,Tableau
116751191,Power BI
122991526,Excel
122991526,Математика
123369372,SQL
123369372,Docker
123369372,Kubernetes
123369372,Linux
123142146,SQL
123142146,Power BI
123142146,Tableau
123142146,Excel
121462418,SQL
121462418,Python
121462418,Power BI
121462418,Tableau
121462418,Metabase
121462418,MySQL
121462418,ClickHouse
121462418,Greenplum
121462418,ETL
122481379,SQL
122481379,Python
122481379,PostgreSQL
122481379,Git
122481379,Математика
123363935,SQL
123363935,Python
123363935,R
123363935,Excel
123363935,MS SQL
123363935,Oracle
123412538,Excel
123412538,Google Sheets
123472267,SQL
123472267,Python
123472267,PostgreSQL
123472267,ClickHouse
123472267,Snowflake
123472267,Kafka
123472267,Airflow
123472267,AWS
123472267,Azure
123472267,GCP
123472267,ETL
123472267,ELT
123472267,dbt
123472267,ML
123472267,MLflow
123472267,Git
123472267,CI/CD
123472267,Docker
123472267,Pandas
123472267,REST API
123334393,SQL
123334393,Python
123334393,Metabase
123334393,Airflow
123334393,ETL
123334393,Git
123442013,Power BI
123442013,Google Sheets
123376369,Power BI
123376369,Tableau
123376369,Excel
123029570,Python
123029570,Java
123029570,Oracle
123029570,Git
123110726,1C
123354102,Jira
123354102,Confluence
123354102,Математика
123361636,SQL
123361636,Power BI
123361636,Looker
123361636,Excel
123441528,Excel
120030120,SQL
120030120,Python
120030120,Power BI
120030120,Tableau
120030120,ClickHouse
120030120,Cassandra
120030120,Git
123333772,SQL
123333772,Python
123333772,Power BI
123333772,Tableau
123333772,Excel
123333772,Airflow
123333772,ETL
123333772,Alteryx
122010283,Excel
122215057,SQL
122215057,Power BI
122215057,Excel
123245883,SQL
123245883,Python
123245883,Airflow
123245883,Git
121777698,SQL
121777698,Python
121777698,Scrum
121777698,Kanban
121777698,Jira
121777698,Confluence
122424147,SQL
122424147,Tableau
122424147,Qlik
122424147,Oracle
122424147,DWH
123263201,Excel
122636963,Jira
122636963,Confluence
122848887,Excel
123355385,R
123355385,Jira
123355385,Confluence
123420369,SQL
123420369,Python
123420369,ClickHouse
123420369,Airflow
123420369,DWH
123420369,ETL
122996058,Linux
123116761,Python
123116761,MongoDB
123459813,SQL
123459813,Excel
123459813,Математика
122288502,SQL
122288502,Java
122288502,Kafka
122288502,AI
122288502,REST API
123113473,SQL
123113473,Python
123113473,Excel
123113473,PostgreSQL
123113473,MS SQL
123113473,Airflow
123113473,DWH
123113473,ETL
123113473,ELT
123113473,Git
123113473,Pandas
123113473,NumPy
123113473,REST API
122272056,SQL
122272056,Power BI
122272056,Tableau
122272056,Superset
122272056,Excel
122909651,SQL
122909651,Python
122909651,Power BI
122909651,Tableau
122909651,Excel
123260199,ML
123442192,Python
123442192,Power BI
123442192,Excel
122202382,SQL
122202382,Scrum
122202382,Agile
122202382,Kanban
122202382,Jira
122202382,Confluence
123431080,SQL
123431080,Python
123431080,Tableau
123431080,Qlik
123431080,Superset
123431080,PostgreSQL
123431080,ClickHouse
123431080,Linux
123431080,Pandas
123431080,NumPy
123288055,SQL
123288055,Python
123288055,ETL
120683867,Excel
120683867,Google Sheets
120683867,Статистика
123329089,SQL
123329089,Python
123329089,Power BI
123329089,Tableau
123329089,Excel
122426842,SQL
122426842,Python
122426842,PostgreSQL
122426842,ClickHouse
122426842,Greenplum
122426842,Airflow
122426842,ETL
122426842,ELT
122426842,dbt
122426842,Scrum
122426842,Agile
122943293,SQL
122943293,Agile
122943293,Jira
122943293,Confluence
122943293,REST API
123436483,SQL
123436483,Python
123436483,Superset
123436483,Plotly
123436483,Matplotlib
123436483,ClickHouse
123436483,Greenplum
123436483,BigQuery
123436483,Hadoop
123436483,Spark
123436483,Pandas
122717076,SQL
122717076,Power BI
122717076,Excel
123377889,SQL
123377889,Python
123377889,ClickHouse
123377889,Greenplum
123377889,Hadoop
123377889,DWH
123377889,ETL
123377889,Data Vault
123377889,Agile
123091015,SQL
123091015,CI/CD
123091015,REST API
123456829,SQL
123456829,Power BI
123456829,Excel
123455207,Excel
122681354,Power BI
122681354,Excel
122681354,Google Sheets
123300663,SQL
123300663,Python
123300663,Excel
123300663,Математика
123300663,Статистика
123324017,Power BI
123324017,Excel
122951631,SQL
122951631,Python
122951631,Superset
122951631,Excel
122951631,PostgreSQL
122951631,MySQL
122951631,Airflow
122951631,ETL
123520346,SQL
123520346,Excel
123396779,Excel
123396965,SQL
123396965,1C
123442453,SQL
123442453,Python
123442453,Power BI
123442453,Excel
123442453,Oracle
123229935,SQL
123229935,PostgreSQL
123229935,MySQL
123229935,MongoDB
123229935,Redis
123229935,Git
122842754,SQL
122842754,Power BI
122842754,Tableau
122842754,Excel
122842754,Data Studio
122842754,Confluence
123295540,Python
123295540,Java
123295540,Superset
123295540,Excel
123295540,Математика
123411207,Power BI
123411207,Tableau
123411207,Excel
123411207,Google Sheets
122354864,SQL
122354864,Excel
122572828,SQL
122572828,Python
122572828,Confluence
123414605,SQL
123388606,SQL
123388606,Python
123388606,Power BI
123388606,Tableau
123388606,Data Studio
122365749,SQL
122365749,Python
122545805,SQL
122881613,Power BI
122881613,Excel
123311668,Excel
123320099,SQL
123320099,Python
123320099,Excel
119867021,SQL
119867021,Python
119867021,Power BI
119867021,Excel
119867021,PostgreSQL
119867021,ETL
123438418,Excel
123324957,Excel
122971363,Python
122971363,PostgreSQL
123373941,Excel
123424957,Excel
123424957,Статистика
123441717,Python
123441717,ML
123441717,AI
123441717,Deep Learning
123441717,NLP
123441717,Pandas
123441717,NumPy
123441717,SciPy
123441717,Scikit-learn
123441717,TensorFlow
123441717,PyTorch
121043813,SQL
121043813,Python
121043813,Power BI
121043813,Tableau
121043813,PostgreSQL
121043813,ClickHouse
121043813,DWH
121043813,ETL
121043813,dbt
121043813,Git
121043813,CI/CD
123533004,SQL
123533004,Excel
123337998,SQL
123337998,PostgreSQL
123337998,Scrum
123337998,Agile
123337998,Jira
123337998,Confluence
123337998,CI/CD
123467691,SQL
123467691,Power BI
123467691,Excel
123268847,SQL
123268847,Python
123268847,Power BI
123268847,Tableau
123268847,Metabase
123268847,Superset
123268847,Matplotlib
123268847,PostgreSQL
123268847,ClickHouse
123268847,Airflow
123268847,ETL
123268847,ELT
123268847,Pandas
123268847,NumPy
123535992,SQL
123535992,ClickHouse
123535992,Snowflake
123535992,BigQuery
123535992,Redshift
123535992,Airflow
123535992,Azure
123535992,ETL
123535992,ELT
123535992,Informatica
123202586,Python
123202586,R
123202586,Power BI
123202586,Tableau
123202586,Excel
123202586,Google Sheets
123304013,Excel
123361399,BigQuery
123390327,Excel
123450198,SQL
123450198,DWH
122267453,SQL
122267453,Python
122267453,PostgreSQL
122267453,ClickHouse
122267453,Hadoop
122267453,Spark
122267453,Airflow
122267453,ETL
122267453,ELT
123303100,Python
123303100,Hadoop
123303100,Airflow
123303100,Git
123303100,Pandas
123303100,NumPy
123430141,Excel
120489321,SQL
120489321,Excel
120489321,MS SQL
123311325,Excel
123319924,Excel
123319924,Google Sheets
92976573,Kafka
92976573,AI
122108455,SQL
122108455,Python
122108455,R
122108455,Tableau
122108455,ML
122108455,Математика
122108455,Статистика
123071477,SQL
123071477,Jira
123071477,Confluence
123071477,REST API
122096669,Excel
123355193,SQL
122312712,Excel
122618117,Excel
121205178,SQL
121205178,Oracle
122274573,Python
122274573,Power BI
122274573,Tableau
122274573,Qlik
122274573,Excel
123324237,1C
123324237,Excel
123335328,SQL
123335328,ClickHouse
123335328,DWH
123335328,Data Vault
123335328,dbt
122562335,SQL
122562335,Excel
122562335,Jira
122562335,Confluence
123322482,Power BI
123322482,Excel
123322482,Google Sheets
123211053,SQL
123211053,Excel
122939241,Excel
123297487,Excel
123421136,SQL
123421136,Python
123421136,ETL
123421136,ML
122332376,Математика
123062259,Scrum
123062259,Agile
123313035,SQL
123313035,Python
123361934,Excel
123454958,Confluence
121568825,SQL
121568825,Python
121568825,Power BI
121568825,Tableau
121568825,PostgreSQL
121568825,Oracle
121568825,DWH
121568825,ETL
121568825,ML
121568825,Pandas
121568825,NumPy
121568825,Scikit-learn
123358107,SQL
123358107,Python
123358107,R
123358107,Power BI
123358107,Tableau
123358107,Excel
123358540,Excel
121364798,Jira
121364798,Confluence
123311470,A/B тестирование
123429209,Excel
123486554,Excel
123302212,SQL
123302212,Python
123302212,Power BI
123302212,Excel
123302212,ETL
123302212,Математика
122539281,Google Sheets
123204278,Excel
123204278,Google Sheets
123233139,Power BI
123233139,Tableau
123233139,Excel
123423040,SQL
123423040,Python
123423040,Power BI
123423040,Excel
122703383,SQL
122703383,Python
122703383,PostgreSQL
122703383,MySQL
122703383,MS SQL
122703383,Oracle
122703383,ClickHouse
122703383,Kafka
122703383,Airflow
122703383,AWS
122703383,Azure
122703383,GCP
122703383,ETL
122703383,ELT
123313192,SQL
123313192,Python
123313192,ETL
123268933,Excel
122314528,SQL
123335471,SQL
123335471,Python
123335471,Java
123335471,ClickHouse
123335471,Greenplum
123335471,Hadoop
123335471,Spark
123335471,Airflow
123335471,ML
123335471,Docker
123335471,Kubernetes
123394433,SQL
123394433,Python
123394433,Excel
123482408,Excel
123501196,Excel
123470233,SQL
123470233,Python
123470233,Power BI
123470233,Matplotlib
123470233,Seaborn
123470233,Airflow
123470233,ETL
123470233,ELT
123470233,Git
122413768,Математика
123294914,SQL
123294914,Excel
123294914,Jira
123294914,Confluence
123511040,Agile
123511040,Jira
123511040,Confluence
123356507,SQL
123356507,Excel
123356507,PostgreSQL
123356507,MS SQL
123356507,Oracle
123356507,Hadoop
123356507,Informatica
123356507,AI
122762381,SQL
122762381,Python
122762381,Power BI
122762381,Tableau
122762381,Metabase
122762381,Excel
122762381,Google Sheets
122762381,Matplotlib
122762381,Seaborn
122762381,PostgreSQL
122762381,ClickHouse
122762381,BigQuery
122762381,Airflow
122762381,ETL
122762381,dbt
122762381,Jira
122762381,Pandas
122762381,NumPy
122762381,Scikit-learn
123307899,1C
122566632,SQL
122566632,ETL
122566632,Machine Learning
122566632,AI
122566632,REST API
122854189,Power BI
123331297,SQL
121458082,PostgreSQL
121458082,Oracle
121458082,Kafka
121458082,Scrum
121458082,Kanban
121458082,Jira
121458082,Confluence
121458082,Git
121458082,REST API
123397135,Excel
122756564,Python
122756564,Статистика
122419631,SQL
122419631,PostgreSQL
122419631,MS SQL
122419631,MongoDB
122419631,Scrum
122419631,Agile
123449284,SQL
123449284,Python
123449284,R
123449284,Power BI
123449284,Tableau
123449284,Математика
123449284,Статистика
121333263,SQL
121333263,Python
121333263,PostgreSQL
121333263,ClickHouse
121333263,Hadoop
121333263,Kafka
121333263,Airflow
121333263,ETL
121333263,ML
121333263,Docker
121333263,REST API
123151008,SQL
123151008,Python
123151008,Excel
123362010,SQL
123362010,Python
123362010,PostgreSQL
123362010,Greenplum
123362010,Spark
123362010,DWH
123362010,ETL
123362010,ELT
123362010,Data Vault
123362010,Data Lake
123362010,CI/CD
122271575,Scrum
122271575,Agile
122271575,Jira
123385991,Scala
123385991,Java
123385991,ClickHouse
123385991,Spark
123385991,Flink
123440349,SQL
123440349,Python
123440349,Scala
123440349,Java
123440349,PostgreSQL
123440349,Greenplum
123440349,Hadoop
123440349,Spark
123440349,Hive
122302414,SQL
122302414,ClickHouse
122302414,Kafka
122302414,DWH
122302414,ETL
122302414,Confluence
122302414,Git
122302414,CI/CD
122340963,SQL
122340963,Python
122340963,MS SQL
122340963,ClickHouse
122340963,Kafka
122340963,ETL
122340963,ELT
122340963,dbt
122340963,AI
122340963,CI/CD
122340963,Pandas
122988869,1C
122988869,Excel
122534240,Excel
123380302,1C
123380302,Excel
123003668,Python
123003668,R
123189255,Excel
122952492,SQL
122952492,Python
122952492,R
122952492,Power BI
122952492,Excel
122580774,SQL
122580774,Git
122580774,REST API
123327984,SQL
123327984,Python
123327984,Power BI
123327984,Tableau
123327984,Superset
123327984,ETL
122424409,Scrum
122424409,Kanban
122424409,Git
123316702,Python
123316702,PostgreSQL
123316702,ClickHouse
123316702,Greenplum
123316702,MongoDB
123316702,Redis
123316702,Cassandra
123316702,Hadoop
123316702,Spark
123316702,Hive
123316702,Airflow
123316702,ETL
123316702,Machine Learning
123316702,ML
123316702,MLflow
123316702,CI/CD
123431417,Excel
123293477,SQL
123293477,Python
123293477,Superset
123293477,Greenplum
123293477,Hadoop
123293477,ML
123293477,AI
123293477,Pandas
123293477,NumPy
122515386,Jira
122515386,Confluence
118250425,SQL
118250425,Kafka
118250425,Apache NiFi
120296315,SQL
120296315,Python
120296315,Tableau
120296315,Matplotlib
120296315,PostgreSQL
120296315,ClickHouse
120296315,Pandas
120296315,NumPy
123017036,SQL
123017036,Azure
122199850,SQL
122199850,Spark
122199850,Hive
122199850,Kafka
122199850,Airflow
122199850,ML
122199850,Feature Engineering
122199850,MLflow
122199850,Pandas
122199850,PyTorch
122199850,XGBoost
122199850,CatBoost
122199850,Математика
122199850,Статистика
122199850,Линейная алгебра
122199850,Теория Вероятностей
123522667,SQL
119127827,SQL
119127827,Power BI
119127827,Excel
123521919,Excel
121216482,SQL
121216482,Agile
121216482,Jira
121216482,Confluence
122545978,Excel
123311549,Power BI
123311549,Excel
121302636,SQL
120351741,SQL
120351741,Tableau
121179390,SQL
121179390,Python
123425314,SQL
123425314,Python
123425314,Greenplum
123425314,Hadoop
123425314,Spark
123425314,ML
123425314,Predictive Modeling
123425314,Pandas
123425314,NumPy
123425314,SciPy
123425314,Scikit-learn
122531982,SQL
122531982,PostgreSQL
122531982,REST API
123001264,SQL
123001264,Python
123001264,Excel
123001264,ML
123001264,Pandas
123470133,Python
123470133,ML
123470133,AI
123299662,SQL
123299662,Python
123299662,Математика
123316728,Excel
123316728,Jira
123316728,Confluence
123420110,Agile
123420110,Jira
123420110,Confluence
122015168,SQL
122015168,Python
122015168,Power BI
122015168,ETL
120394557,Python
120394557,ClickHouse
120394557,Redis
120394557,Kafka
120394557,Airflow
120394557,ETL
120394557,Статистика
121444064,SQL
121444064,Excel
121444064,MS SQL
122390755,Jira
122390755,Confluence
121097790,SQL
121097790,Excel
123412970,SQL
123412970,Scrum
123412970,Agile
122181769,1C
122181769,Excel
122221888,SQL
122221888,Excel
116713360,Excel
121388349,Python
121388349,R
123038444,SQL
123038444,Python
123038444,Tableau
123038444,Redash
123038444,Superset
123038444,PostgreSQL
123038444,MySQL
123038444,MS SQL
123038444,Pandas
123038444,NumPy
123072854,Excel
122523233,SQL
122523233,Java
122772118,Power BI
122772118,Excel
122830113,SQL
122830113,Jira
122830113,Confluence
117908419,SQL
117908419,Python
117908419,Power BI
117908419,MS SQL
117908419,DWH
117908419,Jira
117908419,Confluence
122835716,SQL
122835716,1C
122835716,Power BI
122835716,Excel
122835716,DWH
122835716,ETL
122720013,SQL
122720013,Python
122720013,Power BI
122720013,Tableau
122720013,Matplotlib
122720013,Seaborn
122720013,EDA
122720013,Git
122720013,Pandas
122720013,NumPy
123195707,SQL
123195707,ClickHouse
123195707,Greenplum
123195707,AI
118079361,Excel
122204366,SQL
122204366,PostgreSQL
122204366,Greenplum
120715101,SQL
120715101,Python
120715101,Power BI
120715101,Airflow
120715101,ETL
121886416,SQL
121886416,Python
121886416,Metabase
121886416,Spark
121886416,ML
121886416,EDA
121886416,Agile
121886416,Pandas
122195649,SQL
122195649,Jira
122195649,Confluence
123530029,SQL
123530029,Python
123530029,Tableau
123530029,Qlik
123530029,Superset
123300978,Excel
123230159,SQL
123230159,Python
123230159,Excel
122566746,SQL
122566746,Power BI
122566746,Excel
122594810,SQL
122594810,Python
122594810,Tableau
122594810,Pandas
122594810,NumPy
122594810,Scikit-learn
123465687,Excel
123313375,SQL
123313375,Excel
123313375,PostgreSQL
123331405,SQL
123331405,Python
123331405,Superset
123331405,Airflow
123331405,ML
123331405,Scrum
123331405,Agile
123331405,Kanban
123373311,SQL
123395224,SQL
123395224,Excel
123304503,SQL
123304503,Python
121278171,Excel
122680027,Excel
123306931,Scrum
123306931,Kanban
123306931,REST API
123165757,Excel
123165757,Google Sheets
123408231,SQL
123408231,Python
123408231,PostgreSQL
123408231,Oracle
122464459,Excel
123329739,SQL
123329739,Python
122919936,SQL
122919936,Excel
122995582,Excel
122712737,SQL
122712737,Python
122712737,Java
122712737,MS SQL
122712737,Linux
123396354,Excel
123396354,Google Sheets
120529412,Excel
120529412,Статистика
123313655,SQL
122568391,Python
122568391,Java
122568391,PostgreSQL
122568391,Oracle
122568391,ClickHouse
122568391,Greenplum
122568391,Hadoop
122568391,Spark
122568391,Airflow
122568391,DWH
122568391,ETL
122568391,Data Lake
122568391,Machine Learning
122568391,AI
105435893,Excel
122443078,SQL
122443078,Scrum
122443078,Git
122867264,ML
119481681,SQL
119481681,Excel
121213038,SQL
116576421,SQL
123115326,Power BI
123115326,Excel
123115326,Математика
123115326,Статистика
121030156,Excel
123306474,SQL
123306474,Python
123306474,Scala
123306474,ClickHouse
123306474,Spark
123306474,Kafka
123306474,Airflow
123306474,ETL
123306474,ELT
123306474,Data Lake
123306474,dbt
123306474,ML
123306474,AI
123306474,CI/CD
123308774,Power BI
123308774,Tableau
123308774,Excel
123308774,Google Sheets
120213930,SQL
120213930,Python
120213930,Excel
120875595,SQL
123389086,AI
121276785,Excel
123394213,SQL
123394213,Oracle
123394213,Spark
123394213,Hive
123394213,AI
123494810,SQL
123494810,Python
100822710,SQL
100822710,Python
100822710,Pandas
100822710,NumPy
100822710,SciPy
123046875,SQL
123046875,Excel
123291012,SQL
123291012,Python
123291012,R
123291012,Excel
123291012,Статистика
122855579,SQL
122855579,Excel
122430182,SQL
122430182,Python
122430182,Power BI
122430182,Tableau
122430182,Superset
122430182,Excel
122430182,ETL
122430182,Pandas
123443056,SQL
123443056,Power BI
123443056,Tableau
123443056,Excel
123443056,Google Sheets
123443056,Data Studio
123443056,BigQuery
122700625,SQL
122515061,Python
122515061,Git
122515061,Bash
123446159,Excel
121044195,SQL
121044195,Python
121044195,Power BI
121044195,Databricks
121044195,Azure
121044195,ETL
121044195,Scrum
121044195,CI/CD
123358520,Excel
123440920,SQL
123440920,Excel
123210703,SQL
123210703,Python
123210703,Excel
122545505,Excel
123001002,Excel
122346529,Excel
123335590,SQL
123335590,Excel
123335590,Google Sheets
121863805,SQL
121863805,Power BI
121863805,Tableau
121863805,Superset
122520859,SQL
122520859,Python
122520859,Scala
122520859,Java
122520859,PostgreSQL
122520859,Oracle
122520859,ClickHouse
122520859,Greenplum
122520859,Hadoop
122520859,Spark
122520859,Hive
122520859,Airflow
122520859,ETL
122520859,ML
122520859,CI/CD
122520859,Docker
122578206,SQL
122578206,Excel
121394596,SQL
121394596,Python
121394596,DWH
121394596,ML
121394596,Pandas
121394596,NumPy
123360387,Jira
123360387,Confluence
123513815,SQL
123513815,Python
123513815,PostgreSQL
122386181,Excel
122942913,Python
122942913,ML
122942913,AI
122942913,NLP
122942913,Docker
122942913,Linux
122942913,Математика
121676661,SQL
121676661,Metabase
121676661,ML
121676661,AI
